Country,Year,Value,hash
ZAF,2011,59.4,4f4179
ZAF,2012,60,4f4179
ZMB,1995,85.2,2.32E+11
ZMB,1996,85.2,2.32E+11
ZMB,1997,85.3,2.32E+11
ZMB,1998,85.2,2.32E+11
ZMB,1999,85.3,2.32E+11
ZMB,2000,85.4,2.32E+11
ZMB,2001,85.6,2.32E+11
ZMB,2002,85.7,2.32E+11
ZMB,2003,85.9,2.32E+11
ZMB,2004,86,2.32E+11
ZMB,2005,86.2,2.32E+11
ZMB,2006,86.1,2.32E+11
ZMB,2007,86.1,2.32E+11
ZMB,2008,86,2.32E+11
ZMB,2009,85.9,2.32E+11
ZMB,2010,85.9,2.32E+11
ZMB,2011,85.8,2.32E+11
ZMB,2012,85.7,2.32E+11
ZWE,1995,80.3,be9ca6
ZWE,1996,80.3,be9ca6
ZWE,1997,80.3,be9ca6
ZWE,1998,79.7,be9ca6
ZWE,1999,78.9,be9ca6
ZWE,2000,81.4,be9ca6
ZWE,2001,83.8,be9ca6
ZWE,2002,86.2,be9ca6
ZWE,2003,88.4,be9ca6
ZWE,2004,90.3,be9ca6
ZWE,2005,90.1,be9ca6
ZWE,2006,90,be9ca6
ZWE,2007,89.8,be9ca6
ZWE,2008,89.7,be9ca6
ZWE,2009,89.6,be9ca6
ZWE,2010,89.5,be9ca6
ZWE,2011,89.6,be9ca6
ZWE,2012,89.7,be9ca6
