,CountryName,Year,Value,CountryCode,hash
91.2006,"Iran, Islamic Rep.",2006,76.63716888,91,e3f25e
93.2006,Iceland,2006,110.9655228,93,b3c92e
94.2006,Israel,2006,104.6684494,94,4c197d
95.2006,Italy,2006,98.6756134,95,ad79ef
97.2006,Jordan,2006,94.08325958,97,674027
98.2006,Japan,2006,101.0870895,98,fcf29f
99.2006,Kazakhstan,2006,101.9800568,99,2f36b6
100.2006,Kenya,2006,48.29597092,100,a84f56
101.2006,Kyrgyz Republic,2006,87.1414566,101,1407c0
102.2006,Cambodia,2006,34.77243042,102,314ccd
103.2006,Kiribati,2006,95.08119202,103,3f57ad
105.2006,"Korea, Rep.",2006,96.28092957,105,89088f
107.2006,Kuwait,2006,104.1438675,107,93295b
108.2006,Lao PDR,2006,36.7259903,108,ed2615
109.2006,Lebanon,2006,77.14095306,109,5caa7f
111.2006,Libya,2006,112.9714279,111,55949d
112.2006,St. Lucia,2006,88.6878891,112,b17b65
113.2006,Liechtenstein,2006,99.65705872,113,b0ddce
115.2006,Lesotho,2006,45.20755005,115,93b12b
116.2006,Lithuania,2006,103.924881,116,74a788
117.2006,Luxembourg,2006,97.70375824,117,507672
118.2006,Latvia,2006,104.5565796,118,c5f5bb
119.2006,"Macao SAR, China",2006,108.4917679,119,eec526
121.2006,Morocco,2006,48.55667114,121,32e087
123.2006,Moldova,2006,91.31292725,123,9791bc
124.2006,Madagascar,2006,23.26473999,124,f92bcb
126.2006,Mexico,2006,81.5689621,126,41937b
127.2006,Marshall Islands,2006,84.22229004,127,bb1306
128.2006,Middle income,2006,61.36489868,128,bf919c
130.2006,Mali,2006,22.75462914,130,daa6a4
131.2006,Malta,2006,92.29535675,131,1a591a
132.2006,Myanmar,2006,45.64944839,132,928b7c
133.2006,Middle East & North Africa (developing only),2006,70.07997131,133,aaed09
134.2006,Montenegro,2006,95.9759903,134,479fb3
135.2006,Mongolia,2006,94.18112946,135,f54da3
137.2006,Mozambique,2006,12.86588955,137,a40a9b
138.2006,Mauritania,2006,21.16432953,138,85fa35
139.2006,Mauritius,2006,91.26537323,139,26160d
140.2006,Malawi,2006,26.77491951,140,0ce65b
141.2006,Malaysia,2006,68.48433685,141,ff3ea3
142.2006,North America,2006,94.83670807,142,247ce5
143.2006,Namibia,2006,68.09967041,143,bfe79d
145.2006,Niger,2006,8.904589653,145,6687e1
146.2006,Nigeria,2006,30.89219093,146,9742d0
147.2006,Nicaragua,2006,69.84523773,147,481264
148.2006,Netherlands,2006,117.8320923,148,fb61c8
149.2006,Norway,2006,113.7973175,149,988455
150.2006,Nepal,2006,43.65325928,150,0e1d58
151.2006,New Zealand,2006,120.9511795,151,a2238e
152.2006,Oman,2006,83.06430817,152,c14c36
153.2006,Pakistan,2006,26.80500984,153,82d220
154.2006,Panama,2006,69.98210144,154,1e36b3
155.2006,Peru,2006,86.42899323,155,36c572
156.2006,Philippines,2006,86.04914856,156,806736
159.2006,Poland,2006,97.63005829,159,5ff03b
162.2006,Portugal,2006,101.8078766,162,a49519
163.2006,Paraguay,2006,67.08013916,163,71a452
164.2006,Pacific island small states,2006,72.80525208,164,ebe9cb
166.2006,Qatar,2006,107.1391525,166,83ef3e
167.2006,Romania,2006,82.90811157,167,d6b897
168.2006,Russian Federation,2006,82.07006073,168,c29b4d
169.2006,Rwanda,2006,17.59152031,169,7266a1
170.2006,South Asia,2006,47.26453018,170,edef51
172.2006,Sudan,2006,35.36410904,172,1193ba
173.2006,Senegal,2006,20.95432091,173,d8973b
175.2006,Solomon Islands,2006,31.44222069,175,ecae78
177.2006,El Salvador,2006,62.84629059,177,259a6e
180.2006,Serbia,2006,90.62145996,180,6d31bf
183.2006,Suriname,2006,82.71340942,183,b17fc6
184.2006,Slovak Republic,2006,93.3639679,184,36d711
185.2006,Slovenia,2006,96.26891327,185,d1aa05
186.2006,Sweden,2006,103.3853302,186,72ddd2
187.2006,Swaziland,2006,50.94892883,187,c985df
190.2006,Syrian Arab Republic,2006,70.00254059,190,48a9fd
192.2006,Chad,2006,8.508290291,192,6c6b1b
193.2006,Togo,2006,33.16241837,193,30949d
194.2006,Thailand,2006,74.13143158,194,a2b7c1
195.2006,Tajikistan,2006,73.70500183,195,279c77
198.2006,Tonga,2006,101.4442596,198,e8a123
200.2006,Tunisia,2006,91.29376221,200,edf404
201.2006,Turkey,2006,79.68868256,201,d7153e
204.2006,Uganda,2006,18.48476982,204,e92904
205.2006,Ukraine,2006,93.27839661,205,c951ec
206.2006,Uruguay,2006,108.569458,206,66b989
207.2006,United States,2006,94.28819275,207,768685
208.2006,Uzbekistan,2006,100.056839,208,db800e
210.2006,"Venezuela, RB",2006,81.57227325,210,6cba5d
214.2006,West Bank and Gaza,2006,94.90811157,214,a0f1b4
215.2006,Samoa,2006,89.86968231,215,f56806
217.2006,South Africa,2006,95.76924896,217,35fda1
1.2007,Aruba,2007,104.0896072,1,f3a826
3.2007,Afghanistan,2007,15.4116497,3,c69153
5.2007,Albania,2007,80.4257431,5,79b9d2
7.2007,Argentina,2007,90.03662872,7,354bf9
8.2007,Armenia,2007,101.5538406,8,5f4599
10.2007,Antigua and Barbuda,2007,100.5267105,10,530670
11.2007,Australia,2007,124.2945709,11,ceafb5
12.2007,Austria,2007,97.53056335,12,593905
13.2007,Azerbaijan,2007,95.18206787,13,213598
14.2007,Burundi,2007,12.30502987,14,461758
15.2007,Belgium,2007,105.586319,15,5cb4c9
17.2007,Burkina Faso,2007,13.64332962,17,e71b56
18.2007,Bangladesh,2007,47.64741135,18,fa6c37
19.2007,Bulgaria,2007,89.70716858,19,5c7772
21.2007,"Bahamas, The",2007,96.66442108,21,923c8a
24.2007,Belize,2007,81.76656342,24,42ab0c
26.2007,Bolivia,2007,78.19136047,26,a001af
28.2007,Barbados,2007,107.6337509,28,93409a
29.2007,Brunei Darussalam,2007,97.03856659,29,d1a713
30.2007,Bhutan,2007,51.13639069,30,bb2254
31.2007,Botswana,2007,81.85529327,31,180c89
33.2007,Canada,2007,100.49646,33,cd6a7b
34.2007,Switzerland,2007,93.00714111,34,77dcd8
36.2007,Chile,2007,91.0475769,36,349507
37.2007,China,2007,71.84335327,37,d2eaf2
39.2007,Cameroon,2007,27.69523048,39,73a7dd
41.2007,Colombia,2007,93.45169067,41,2f7373
43.2007,Cabo Verde,2007,91.57836151,43,07dee4
44.2007,Costa Rica,2007,91.38591766,44,1bf429
45.2007,Cuba,2007,91.52319336,45,c484b1
48.2007,Cyprus,2007,98.69371796,48,852add
49.2007,Czech Republic,2007,94.53164673,49,1fef42
50.2007,Germany,2007,98.36392975,50,17d53e
51.2007,Djibouti,2007,21.00634003,51,60a8b0
52.2007,Dominica,2007,107.31707,52,bc1cd4
53.2007,Denmark,2007,120.7249374,53,89da12
54.2007,Dominican Republic,2007,84.67472076,54,8a4bf1
55.2007,Algeria,2007,71.46703339,55,bd6acc
56.2007,Ecuador,2007,67.4154129,56,09f199
58.2007,Euro area,2007,104.7217712,58,a356c2
60.2007,Spain,2007,122.3481064,60,20a8df
61.2007,Estonia,2007,108.4000092,61,f0a96d
63.2007,Finland,2007,112.7916412,63,c909b1
64.2007,Fiji,2007,93.84757996,64,bbb7ef
65.2007,France,2007,110.2082291,65,e3772a
69.2007,United Kingdom,2007,99.16517639,69,976912
71.2007,Ghana,2007,49.74095154,71,317dba
76.2007,Greece,2007,99.00401306,76,4902a4
77.2007,Grenada,2007,109.3376617,77,dbf2a2
79.2007,Guatemala,2007,53.2567215,79,11760e
81.2007,Guyana,2007,92.80702972,81,bc88a2
82.2007,"Hong Kong SAR, China",2007,82.0431366,82,85a72d
83.2007,Honduras,2007,70.76616669,83,5aa588
84.2007,Croatia,2007,98.22174835,84,d7e045
86.2007,Hungary,2007,95.74326324,86,f14e46
87.2007,Indonesia,2007,72.6566925,87,35536a
89.2007,India,2007,54.04058075,89,967ce3
90.2007,Ireland,2007,117.7604675,90,eb2131
91.2007,"Iran, Islamic Rep.",2007,78.10592651,91,e3f25e
92.2007,Iraq,2007,45.29090881,92,1aed9e
93.2007,Iceland,2007,112.0428009,93,b3c92e
94.2007,Israel,2007,104.3959579,94,4c197d
95.2007,Italy,2007,98.42030334,95,ad79ef
96.2007,Jamaica,2007,97.63047791,96,5eedd6
97.2007,Jordan,2007,94.06165314,97,674027
98.2007,Japan,2007,100.5246124,98,fcf29f
100.2007,Kenya,2007,48.99610138,100,a84f56
101.2007,Kyrgyz Republic,2007,86.85909271,101,1407c0
102.2007,Cambodia,2007,38.16318893,102,314ccd
103.2007,Kiribati,2007,94.30213165,103,3f57ad
104.2007,St. Kitts and Nevis,2007,104.864357,104,e01fa2
105.2007,"Korea, Rep.",2007,95.68636322,105,89088f
107.2007,Kuwait,2007,100.7163162,107,93295b
108.2007,Lao PDR,2007,37.08171844,108,ed2615
109.2007,Lebanon,2007,76.70834351,109,5caa7f
112.2007,St. Lucia,2007,92.69629669,112,b17b65
113.2007,Liechtenstein,2007,99.58931732,113,b0ddce
115.2007,Lesotho,2007,48.21878052,115,93b12b
116.2007,Lithuania,2007,104.0695877,116,74a788
117.2007,Luxembourg,2007,98.18547058,117,507672
118.2007,Latvia,2007,107.3103409,118,c5f5bb
119.2007,"Macao SAR, China",2007,103.1997375,119,eec526
121.2007,Morocco,2007,51.51231003,121,32e087
123.2007,Moldova,2007,89.96575165,123,9791bc
124.2007,Madagascar,2007,25.81040955,124,f92bcb
126.2007,Mexico,2007,83.16848755,126,41937b
127.2007,Marshall Islands,2007,92.95278168,127,bb1306
128.2007,Middle income,2007,63.61893845,128,bf919c
129.2007,"Macedonia, FYR",2007,78.86991119,129,a0b9ed
130.2007,Mali,2007,26.05316925,130,daa6a4
131.2007,Malta,2007,93.98735809,131,1a591a
132.2007,Myanmar,2007,46.45529938,132,928b7c
133.2007,Middle East & North Africa (developing only),2007,69.38114929,133,aaed09
134.2007,Montenegro,2007,95.66137695,134,479fb3
137.2007,Mozambique,2007,15.27068043,137,a40a9b
139.2007,Mauritius,2007,92.53175354,139,26160d
140.2007,Malawi,2007,26.14582062,140,0ce65b
141.2007,Malaysia,2007,66.05039215,141,ff3ea3
142.2007,North America,2007,95.88275146,142,247ce5
143.2007,Namibia,2007,69.55886078,143,bfe79d
145.2007,Niger,2007,8.481100082,145,6687e1
146.2007,Nigeria,2007,27.66227913,146,9742d0
147.2007,Nicaragua,2007,72.86717987,147,481264
148.2007,Netherlands,2007,118.2786636,148,fb61c8
149.2007,Norway,2007,112.8280563,149,988455
150.2007,Nepal,2007,43.99979019,150,0e1d58
151.2007,New Zealand,2007,120.7462082,151,a2238e
152.2007,Oman,2007,85.38250732,152,c14c36
153.2007,Pakistan,2007,28.44555092,153,82d220
154.2007,Panama,2007,69.80561829,154,1e36b3
155.2007,Peru,2007,88.57923889,155,36c572
156.2007,Philippines,2007,85.68569183,156,806736
159.2007,Poland,2007,97.49729919,159,5ff03b
162.2007,Portugal,2007,104.8743973,162,a49519
163.2007,Paraguay,2007,66.94091034,163,71a452
164.2007,Pacific island small states,2007,72.17391968,164,ebe9cb
166.2007,Qatar,2007,105.420723,166,83ef3e
167.2007,Romania,2007,85.10826111,167,d6b897
168.2007,Russian Federation,2007,82.09311676,168,c29b4d
169.2007,Rwanda,2007,19.84670067,169,7266a1
170.2007,South Asia,2007,49.8652916,170,edef51
172.2007,Sudan,2007,33.84635925,172,1193ba
175.2007,Solomon Islands,2007,32.0627594,175,ecae78
177.2007,El Salvador,2007,62.94260025,177,259a6e
179.2007,Somalia,2007,4.63365984,179,4dfdf1
180.2007,Serbia,2007,90.80789948,180,6d31bf
182.2007,Sao Tome and Principe,2007,49.1048584,182,6ddcb9
183.2007,Suriname,2007,85.13513947,183,b17fc6
184.2007,Slovak Republic,2007,92.83672333,184,36d711
185.2007,Slovenia,2007,97.58110809,185,d1aa05
186.2007,Sweden,2007,102.2376099,186,72ddd2
187.2007,Swaziland,2007,51.33808136,187,c985df
189.2007,Seychelles,2007,85.25904846,189,3d2d7b
190.2007,Syrian Arab Republic,2007,71.93560028,190,48a9fd
192.2007,Chad,2007,11.52035046,192,6c6b1b
193.2007,Togo,2007,30.43926048,193,30949d
194.2007,Thailand,2007,80.33376312,194,a2b7c1
195.2007,Tajikistan,2007,75.28814697,195,279c77
198.2007,Tonga,2007,87.38871765,198,e8a123
201.2007,Turkey,2007,82.57987213,201,d7153e
204.2007,Uganda,2007,21.53656006,204,e92904
205.2007,Ukraine,2007,94.52765656,205,c951ec
206.2007,Uruguay,2007,91.38101196,206,66b989
207.2007,United States,2007,95.42201996,207,768685
208.2007,Uzbekistan,2007,102.33535,208,db800e
209.2007,St. Vincent and the Grenadines,2007,110.0261383,209,68d122
210.2007,"Venezuela, RB",2007,84.06101227,210,6cba5d
214.2007,West Bank and Gaza,2007,94.00177002,214,a0f1b4
215.2007,Samoa,2007,90.34661102,215,f56806
217.2007,South Africa,2007,95.94605255,217,35fda1
218.2007,"Congo, Dem. Rep.",2007,25.13231087,218,7c927d
1.2008,Aruba,2008,97.92759705,1,f3a826
3.2008,Afghanistan,2008,22.42308998,3,c69153
4.2008,Angola,2008,22.20063972,4,a42522
5.2008,Albania,2008,80.32936859,5,79b9d2
7.2008,Argentina,2008,91.44035339,7,354bf9
8.2008,Armenia,2008,99.84367371,8,5f4599
10.2008,Antigua and Barbuda,2008,107.2844391,10,530670
11.2008,Australia,2008,125.1939163,11,ceafb5
12.2008,Austria,2008,96.97516632,12,593905
13.2008,Azerbaijan,2008,97.96491241,13,213598
15.2008,Belgium,2008,104.0606689,15,5cb4c9
17.2008,Burkina Faso,2008,16.07724953,17,e71b56
18.2008,Bangladesh,2008,47.17776108,18,fa6c37
19.2008,Bulgaria,2008,89.05255127,19,5c7772
20.2008,Bahrain,2008,91.60063171,20,3ae11c
21.2008,"Bahamas, The",2008,95.52842712,21,923c8a
23.2008,Belarus,2008,108.7733307,23,027a12
24.2008,Belize,2008,82.40783691,24,42ab0c
26.2008,Bolivia,2008,78.05834961,26,a001af
28.2008,Barbados,2008,107.7717972,28,93409a
29.2008,Brunei Darussalam,2008,97.32016754,29,d1a713
30.2008,Bhutan,2008,55.01261139,30,bb2254
31.2008,Botswana,2008,84.27706909,31,180c89
33.2008,Canada,2008,100.9029007,33,cd6a7b
34.2008,Switzerland,2008,93.24327087,34,77dcd8
36.2008,Chile,2008,90.77201843,36,349507
37.2008,China,2008,76.4684906,37,d2eaf2
39.2008,Cameroon,2008,31.87575912,39,73a7dd
41.2008,Colombia,2008,94.53024292,41,2f7373
43.2008,Cabo Verde,2008,90.88542175,43,07dee4
44.2008,Costa Rica,2008,93.08128357,44,1bf429
45.2008,Cuba,2008,90.46794891,45,c484b1
48.2008,Cyprus,2008,98.8857193,48,852add
49.2008,Czech Republic,2008,93.91564941,49,1fef42
50.2008,Germany,2008,99.30210114,50,17d53e
51.2008,Djibouti,2008,24.98098946,51,60a8b0
52.2008,Dominica,2008,102.7809601,52,bc1cd4
53.2008,Denmark,2008,119.5866394,53,89da12
54.2008,Dominican Republic,2008,82.6852417,54,8a4bf1
55.2008,Algeria,2008,76.76267242,55,bd6acc
58.2008,Euro area,2008,105.0844879,58,a356c2
60.2008,Spain,2008,121.8495636,60,20a8df
61.2008,Estonia,2008,108.2642365,61,f0a96d
63.2008,Finland,2008,111.295929,63,c909b1
64.2008,Fiji,2008,90.59075928,64,bbb7ef
65.2008,France,2008,110.140831,65,e3772a
69.2008,United Kingdom,2008,101.0418625,69,976912
70.2008,Georgia,2008,87.20345306,70,9113c6
71.2008,Ghana,2008,52.2015686,71,317dba
72.2008,Guinea,2008,25.05413055,72,b47b54
73.2008,"Gambia, The",2008,55.63042068,73,541212
77.2008,Grenada,2008,104.8498764,77,dbf2a2
79.2008,Guatemala,2008,54.54695129,79,11760e
81.2008,Guyana,2008,97.2843399,81,bc88a2
82.2008,"Hong Kong SAR, China",2008,83.66732025,82,85a72d
83.2008,Honduras,2008,72.05825043,83,5aa588
84.2008,Croatia,2008,99.23095703,84,d7e045
86.2008,Hungary,2008,95.81504059,86,f14e46
87.2008,Indonesia,2008,71.20056915,87,35536a
89.2008,India,2008,57.93251038,89,967ce3
90.2008,Ireland,2008,118.7052231,90,eb2131
91.2008,"Iran, Islamic Rep.",2008,79.81668091,91,e3f25e
93.2008,Iceland,2008,111.1997375,93,b3c92e
94.2008,Israel,2008,103.6462021,94,4c197d
95.2008,Italy,2008,98.56262207,95,ad79ef
96.2008,Jamaica,2008,98.21042633,96,5eedd6
97.2008,Jordan,2008,95.12397003,97,674027
98.2008,Japan,2008,100.71698,98,fcf29f
100.2008,Kenya,2008,56.56219101,100,a84f56
101.2008,Kyrgyz Republic,2008,85.5013504,101,1407c0
102.2008,Cambodia,2008,41.34452057,102,314ccd
103.2008,Kiribati,2008,90.91047668,103,3f57ad
104.2008,St. Kitts and Nevis,2008,104.8826294,104,e01fa2
105.2008,"Korea, Rep.",2008,95.99404144,105,89088f
108.2008,Lao PDR,2008,37.91439819,108,ed2615
109.2008,Lebanon,2008,75.68531799,109,5caa7f
112.2008,St. Lucia,2008,95.87992859,112,b17b65
113.2008,Liechtenstein,2008,100.2708206,113,b0ddce
115.2008,Lesotho,2008,50.87078857,115,93b12b
116.2008,Lithuania,2008,104.7842789,116,74a788
117.2008,Luxembourg,2008,98.49073792,117,507672
118.2008,Latvia,2008,107.0107269,118,c5f5bb
119.2008,"Macao SAR, China",2008,94.23986816,119,eec526
121.2008,Morocco,2008,53.31441879,121,32e087
123.2008,Moldova,2008,89.55085754,123,9791bc
124.2008,Madagascar,2008,28.1832695,124,f92bcb
126.2008,Mexico,2008,85.49893188,126,41937b
127.2008,Marshall Islands,2008,103.771431,127,bb1306
128.2008,Middle income,2008,65.88626862,128,bf919c
129.2008,"Macedonia, FYR",2008,78.38487244,129,a0b9ed
130.2008,Mali,2008,28.77257919,130,daa6a4
131.2008,Malta,2008,95.2011795,131,1a591a
133.2008,Middle East & North Africa (developing only),2008,69.9384079,133,aaed09
134.2008,Montenegro,2008,101.3330612,134,479fb3
137.2008,Mozambique,2008,17.40860939,137,a40a9b
138.2008,Mauritania,2008,17.60972023,138,85fa35
139.2008,Mauritius,2008,92.7321167,139,26160d
140.2008,Malawi,2008,28.35959053,140,0ce65b
141.2008,Malaysia,2008,65.70214081,141,ff3ea3
142.2008,North America,2008,95.24373627,142,247ce5
145.2008,Niger,2008,8.703789711,145,6687e1
146.2008,Nigeria,2008,32.11404037,146,9742d0
147.2008,Nicaragua,2008,71.78421783,147,481264
148.2008,Netherlands,2008,119.1068115,148,fb61c8
149.2008,Norway,2008,111.4092865,149,988455
150.2008,Nepal,2008,50.50305176,150,0e1d58
151.2008,New Zealand,2008,119.7780991,151,a2238e
152.2008,Oman,2008,88.16390991,152,c14c36
153.2008,Pakistan,2008,28.79548073,153,82d220
154.2008,Panama,2008,70.72223663,154,1e36b3
155.2008,Peru,2008,88.94924927,155,36c572
156.2008,Philippines,2008,86.18234253,156,806736
159.2008,Poland,2008,97.20684052,159,5ff03b
162.2008,Portugal,2008,106.564743,162,a49519
163.2008,Paraguay,2008,68.01421356,163,71a452
164.2008,Pacific island small states,2008,73.28531647,164,ebe9cb
166.2008,Qatar,2008,110.7616882,166,83ef3e
167.2008,Romania,2008,89.876091,167,d6b897
168.2008,Russian Federation,2008,81.96080017,168,c29b4d
169.2008,Rwanda,2008,21.35415077,169,7266a1
170.2008,South Asia,2008,52.89627075,170,edef51
172.2008,Sudan,2008,35.48604965,172,1193ba
173.2008,Senegal,2008,26.82856941,173,d8973b
177.2008,El Salvador,2008,62.4640007,177,259a6e
180.2008,Serbia,2008,91.6802597,180,6d31bf
182.2008,Sao Tome and Principe,2008,46.18809891,182,6ddcb9
183.2008,Suriname,2008,85.89608002,183,b17fc6
184.2008,Slovak Republic,2008,92.30680847,184,36d711
185.2008,Slovenia,2008,97.51930237,185,d1aa05
186.2008,Sweden,2008,101.2049408,186,72ddd2
189.2008,Seychelles,2008,82.40000153,189,3d2d7b
190.2008,Syrian Arab Republic,2008,72.79163361,190,48a9fd
192.2008,Chad,2008,12.31303024,192,6c6b1b
194.2008,Thailand,2008,80.84481049,194,a2b7c1
195.2008,Tajikistan,2008,77.52336121,195,279c77
197.2008,Timor-Leste,2008,48.09848022,197,2d79f6
198.2008,Tonga,2008,105.8339462,198,e8a123
200.2008,Tunisia,2008,94.92314911,200,edf404
201.2008,Turkey,2008,82.6966629,201,d7153e
204.2008,Uganda,2008,23.37800026,204,e92904
205.2008,Ukraine,2008,93.92417145,205,c951ec
206.2008,Uruguay,2008,93.41812134,206,66b989
207.2008,United States,2008,94.67772675,207,768685
208.2008,Uzbekistan,2008,101.2930374,208,db800e
209.2008,St. Vincent and the Grenadines,2008,114.3313293,209,68d122
210.2008,"Venezuela, RB",2008,85.41879272,210,6cba5d
214.2008,West Bank and Gaza,2008,92.2268219,214,a0f1b4
216.2008,"Yemen, Rep.",2008,31.24889946,216,876440
217.2008,South Africa,2008,93.37284851,217,35fda1
218.2008,"Congo, Dem. Rep.",2008,27.79748917,218,7c927d
1.2009,Aruba,2009,99.10172272,1,f3a826
3.2009,Afghanistan,2009,28.24401093,3,c69153
4.2009,Angola,2009,23.5222702,4,a42522
7.2009,Argentina,2009,93.86923218,7,354bf9
8.2009,Armenia,2009,104.0863724,8,5f4599
10.2009,Antigua and Barbuda,2009,108.0581589,10,530670
11.2009,Australia,2009,125.9961929,11,ceafb5
12.2009,Austria,2009,97.03337097,12,593905
13.2009,Azerbaijan,2009,100.8424988,13,213598
14.2009,Burundi,2009,16.43209076,14,461758
15.2009,Belgium,2009,103.3570099,15,5cb4c9
17.2009,Burkina Faso,2009,17.2866993,17,e71b56
18.2009,Bangladesh,2009,50.07915878,18,fa6c37
19.2009,Bulgaria,2009,87.85688782,19,5c7772
20.2009,Bahrain,2009,92.79264069,20,3ae11c
21.2009,"Bahamas, The",2009,94.2270813,21,923c8a
23.2009,Belarus,2009,107.6480713,23,027a12
24.2009,Belize,2009,82.48267365,24,42ab0c
26.2009,Bolivia,2009,77.43322754,26,a001af
28.2009,Barbados,2009,106.9257965,28,93409a
29.2009,Brunei Darussalam,2009,99.59475708,29,d1a713
30.2009,Bhutan,2009,61.84180832,30,bb2254
32.2009,Central African Republic,2009,10.06507969,32,dba867
33.2009,Canada,2009,101.3578491,33,cd6a7b
34.2009,Switzerland,2009,93.24352264,34,77dcd8
36.2009,Chile,2009,88.93253326,36,349507
37.2009,China,2009,80.81073761,37,d2eaf2
39.2009,Cameroon,2009,35.98432922,39,73a7dd
41.2009,Colombia,2009,98.90357208,41,2f7373
43.2009,Cabo Verde,2009,92.93139648,43,07dee4
44.2009,Costa Rica,2009,99.86620331,44,1bf429
45.2009,Cuba,2009,88.56739044,45,c484b1
48.2009,Cyprus,2009,99.04686737,48,852add
49.2009,Czech Republic,2009,93.90248871,49,1fef42
50.2009,Germany,2009,97.93891907,50,17d53e
51.2009,Djibouti,2009,28.23826981,51,60a8b0
52.2009,Dominica,2009,106.3768082,52,bc1cd4
53.2009,Denmark,2009,119.1564102,53,89da12
54.2009,Dominican Republic,2009,82.8150177,54,8a4bf1
55.2009,Algeria,2009,92.09689331,55,bd6acc
57.2009,"Egypt, Arab Rep.",2009,72.96386719,57,ff11f8
58.2009,Euro area,2009,104.8206406,58,a356c2
60.2009,Spain,2009,121.5625076,60,20a8df
61.2009,Estonia,2009,108.2604904,61,f0a96d
63.2009,Finland,2009,109.9565582,63,c909b1
64.2009,Fiji,2009,90.5047226,64,bbb7ef
65.2009,France,2009,109.919281,65,e3772a
69.2009,United Kingdom,2009,103.5430527,69,976912
71.2009,Ghana,2009,54.7395401,71,317dba
73.2009,"Gambia, The",2009,57.4756813,73,541212
77.2009,Grenada,2009,100.8463669,77,dbf2a2
79.2009,Guatemala,2009,56.64944077,79,11760e
81.2009,Guyana,2009,100.8485794,81,bc88a2
82.2009,"Hong Kong SAR, China",2009,85.14588165,82,85a72d
84.2009,Croatia,2009,100.2873535,84,d7e045
86.2009,Hungary,2009,97.25009155,86,f14e46
87.2009,Indonesia,2009,76.37978363,87,35536a
89.2009,India,2009,58.59064102,89,967ce3
90.2009,Ireland,2009,121.3390274,90,eb2131
91.2009,"Iran, Islamic Rep.",2009,80.60428619,91,e3f25e
93.2009,Iceland,2009,109.9387131,93,b3c92e
94.2009,Israel,2009,102.9654007,94,4c197d
95.2009,Italy,2009,98.63391113,95,ad79ef
96.2009,Jamaica,2009,96.3132019,96,5eedd6
98.2009,Japan,2009,101.0666428,98,fcf29f
100.2009,Kenya,2009,57.05751038,100,a84f56
101.2009,Kyrgyz Republic,2009,84.40077209,101,1407c0
104.2009,St. Kitts and Nevis,2009,102.2398529,104,e01fa2
105.2009,"Korea, Rep.",2009,96.62779236,105,89088f
108.2009,Lao PDR,2009,39.16625977,108,ed2615
109.2009,Lebanon,2009,76.49655151,109,5caa7f
112.2009,St. Lucia,2009,96.96970367,112,b17b65
113.2009,Liechtenstein,2009,97.84657288,113,b0ddce
115.2009,Lesotho,2009,55.0433197,115,93b12b
116.2009,Lithuania,2009,105.2509689,116,74a788
118.2009,Latvia,2009,98.938797,118,c5f5bb
119.2009,"Macao SAR, China",2009,92.60372925,119,eec526
121.2009,Morocco,2009,55.79808044,121,32e087
123.2009,Moldova,2009,89.68981934,123,9791bc
124.2009,Madagascar,2009,29.43247032,124,f92bcb
126.2009,Mexico,2009,85.61345673,126,41937b
127.2009,Marshall Islands,2009,104.3912201,127,bb1306
128.2009,Middle income,2009,67.5349884,128,bf919c
129.2009,"Macedonia, FYR",2009,78.89865875,129,a0b9ed
130.2009,Mali,2009,31.65390968,130,daa6a4
132.2009,Myanmar,2009,49.69581985,132,928b7c
133.2009,Middle East & North Africa (developing only),2009,71.29511261,133,aaed09
134.2009,Montenegro,2009,96.99266052,134,479fb3
135.2009,Mongolia,2009,101.2147522,135,f54da3
137.2009,Mozambique,2009,20.36483955,137,a40a9b
138.2009,Mauritania,2009,18.31896973,138,85fa35
139.2009,Mauritius,2009,94.14499664,139,26160d
140.2009,Malawi,2009,29.36500931,140,0ce65b
141.2009,Malaysia,2009,64.83708954,141,ff3ea3
142.2009,North America,2009,95.54605103,142,247ce5
145.2009,Niger,2009,9.105690002,145,6687e1
146.2009,Nigeria,2009,36.42724991,146,9742d0
148.2009,Netherlands,2009,119.3291473,148,fb61c8
149.2009,Norway,2009,110.3083496,149,988455
150.2009,Nepal,2009,50.95597839,150,0e1d58
151.2009,New Zealand,2009,126.4197693,151,a2238e
152.2009,Oman,2009,92.33837128,152,c14c36
153.2009,Pakistan,2009,29.56567955,153,82d220
154.2009,Panama,2009,71.90097809,154,1e36b3
155.2009,Peru,2009,90.18963623,155,36c572
156.2009,Philippines,2009,88.03395081,156,806736
159.2009,Poland,2009,96.72805023,159,5ff03b
160.2009,Puerto Rico,2009,86.41558075,160,fe23c5
162.2009,Portugal,2009,109.2796021,162,a49519
163.2009,Paraguay,2009,68.39108276,163,71a452
164.2009,Pacific island small states,2009,75.23706055,164,ebe9cb
166.2009,Qatar,2009,112.539772,166,83ef3e
167.2009,Romania,2009,92.07228088,167,d6b897
168.2009,Russian Federation,2009,83.83268738,168,c29b4d
169.2009,Rwanda,2009,25.30120087,169,7266a1
170.2009,South Asia,2009,53.85327148,170,edef51
172.2009,Sudan,2009,38.46854019,172,1193ba
177.2009,El Salvador,2009,63.45510864,177,259a6e
178.2009,San Marino,2009,97.29257965,178,87fd3b
180.2009,Serbia,2009,92.68424225,180,6d31bf
182.2009,Sao Tome and Principe,2009,53.51163864,182,6ddcb9
183.2009,Suriname,2009,82.62937927,183,b17fc6
184.2009,Slovak Republic,2009,92.47109985,184,36d711
185.2009,Slovenia,2009,97.50935364,185,d1aa05
